търсилият	t ə r s i l i j a t
търсилият	t ə r s i ɫ i j a t
търсило	t ə r s i ɫ o
търсило	t ə r s i ɫ o
търсилото	t ə r s i ɫ o t o
търсилото	t ə r s i ɫ o t o
търсим	t ə r s i m
търсите	t ə r s i t ɛ
търсих	t ə r s i x
търсих	t ə r s i x
търсиха	t ə r s i x ə
търсиха	t ə r s i x ə
търсихме	t ə r s i x m ɛ
търсихме	t ə r s i x m ɛ
търсихте	t ə r s i x t ɛ
търсихте	t ə r s i x t ɛ
търсиш	t ə r s i ʃ
търсят	t ə r s j a t
убедели	o b ɛ d ɛ l i
убеден	o b ɛ d ɛ n
убедена	o b ɛ d ɛ n ə
убедената	o b ɛ d ɛ n a t ə
убедени	o b ɛ d ɛ n i
убедените	o b ɛ d ɛ n i t ɛ
убедения	o b ɛ d ɛ n i j a
убеденият	o b ɛ d ɛ n i j a t
убедено	o b ɛ d ɛ n o
убеденото	o b ɛ d ɛ n o t o
убедете	o b ɛ d ɛ t ɛ
убедеше	o b ɛ d ɛ ʃ ɛ
убеди	o b ɛ d i
убедил	o b ɛ d i ɫ
убедила	o b ɛ d i ɫ ə
убедилата	o b ɛ d i ɫ a t ə
убедили	o b ɛ d i l i
убедилите	o b ɛ d i l i t ɛ
убедилия	o b ɛ d i l i j a
убедилият	o b ɛ d i l i j a t
убедило	o b ɛ d i ɫ o
убедилото	o b ɛ d i ɫ o t o
убедим	o b ɛ d i m
убедите	o b ɛ d i t ɛ
убедих	o b ɛ d i x
убедиха	o b ɛ d i x ə
убедихме	o b ɛ d i x m ɛ
убедихте	o b ɛ d i x t ɛ
убедиш	o b ɛ d i ʃ
убедял	o b ɛ d j a ɫ
убедяла	o b ɛ d j a ɫ ə
убедяло	o b ɛ d j a ɫ o
убедят	o b ɛ d j a t
убедях	o b ɛ d j a x
убедяха	o b ɛ d j a x ə
убедяхме	o b ɛ d j a x m ɛ
убедяхте	o b ɛ d j a x t ɛ
убеждава	o b ɛ ʒ d a v ə
убеждавай	o b ɛ ʒ d a v a j
убеждавайки	o b ɛ ʒ d a v a j k i
убеждавайте	o b ɛ ʒ d a v a j t ɛ
убеждавал	o b ɛ ʒ d a v a ɫ
убеждавала	o b ɛ ʒ d a v a ɫ ə
убеждавалата	o b ɛ ʒ d a v a ɫ a t ə
убеждавали	o b ɛ ʒ d a v a l i
убеждавалите	o b ɛ ʒ d a v a l i t ɛ
убеждавалия	o b ɛ ʒ d a v a l i j a
убеждавалият	o b ɛ ʒ d a v a l i j a t
убеждавало	o b ɛ ʒ d a v a ɫ o
убеждавалото	o b ɛ ʒ d a v a ɫ o t o
убеждаваме	o b ɛ ʒ d a v a m ɛ
убеждаван	o b ɛ ʒ d a v a n
убеждавана	o b ɛ ʒ d a v a n ə
убеждаваната	o b ɛ ʒ d a v a n a t ə
убеждаване	o b ɛ ʒ d a v a n ɛ
убеждаванета	o b ɛ ʒ d a v a n ɛ t ə
убеждаванетата	o b ɛ ʒ d a v a n ɛ t a t ə
убеждаването	o b ɛ ʒ d a v a n ɛ t o
убеждавани	o b ɛ ʒ d a v a n i
убеждаваните	o b ɛ ʒ d a v a n i t ɛ
убеждавания	o b ɛ ʒ d a v a n i j a
убеждаваният	o b ɛ ʒ d a v a n i j a t
убеждаванията	o b ɛ ʒ d a v a n i j a t ə
убеждавано	o b ɛ ʒ d a v a n o
убеждаваното	o b ɛ ʒ d a v a n o t o
убеждават	o b ɛ ʒ d a v a t
убеждавате	o b ɛ ʒ d a v a t ɛ
убеждавах	o b ɛ ʒ d a v a x
убеждаваха	o b ɛ ʒ d a v a x ə
убеждавахме	o b ɛ ʒ d a v a x m ɛ
убеждавахте	o b ɛ ʒ d a v a x t ɛ
убеждаваш	o b ɛ ʒ d a v a ʃ
убеждаваше	o b ɛ ʒ d a v a ʃ ɛ
убеждаващ	o b ɛ ʒ d a v a ʃ t
убеждаваща	o b ɛ ʒ d a v a ʃ t ə
убеждаващата	o b ɛ ʒ d a v a ʃ t a t ə
убеждаващи	o b ɛ ʒ d a v a ʃ t i
убеждаващите	o b ɛ ʒ d a v a ʃ t i t ɛ
убеждаващия	o b ɛ ʒ d a v a ʃ t i j a
убеждаващият	o b ɛ ʒ d a v a ʃ t i j a t
убеждаващо	o b ɛ ʒ d a v a ʃ t o
убеждаващото	o b ɛ ʒ d a v a ʃ t o t o
уби	o b i
убива	o b i v ə
убивай	o b i v a j
убивайки	o b i v a j k i
убивайте	o b i v a j t ɛ
убивал	o b i v a ɫ
убивала	o b i v a ɫ ə
убивалата	o b i v a ɫ a t ə
убивали	o b i v a l i
убивалите	o b i v a l i t ɛ
убивалия	o b i v a l i j a
убивалият	o b i v a l i j a t
убивало	o b i v a ɫ o
убивалото	o b i v a ɫ o t o
убиваме	o b i v a m ɛ
убиван	o b i v a n
убивана	o b i v a n ə
убиваната	o b i v a n a t ə
убиване	o b i v a n ɛ
убиванета	o b i v a n ɛ t ə
убиванетата	o b i v a n ɛ t a t ə
убиването	o b i v a n ɛ t o
убивани	o b i v a n i
убиваните	o b i v a n i t ɛ
убивания	o b i v a n i j a
убиваният	o b i v a n i j a t
убиванията	o b i v a n i j a t ə
убивано	o b i v a n o
убиваното	o b i v a n o t o
убиват	o b i v a t
убивате	o b i v a t ɛ
убивах	o b i v a x
убиваха	o b i v a x ə
убивахме	o b i v a x m ɛ
убивахте	o b i v a x t ɛ
убиваш	o b i v a ʃ
убиваше	o b i v a ʃ ɛ
убиващ	o b i v a ʃ t
убиваща	o b i v a ʃ t ə
убиващата	o b i v a ʃ t a t ə
убиващи	o b i v a ʃ t i
убиващите	o b i v a ʃ t i t ɛ
убиващия	o b i v a ʃ t i j a
убиващият	o b i v a ʃ t i j a t
убиващо	o b i v a ʃ t o
убиващото	o b i v a ʃ t o t o
убие	o b i ɛ
убиел	o b i ɛ ɫ
убиела	o b i ɛ ɫ ə
убиели	o b i ɛ l i
убиело	o b i ɛ ɫ o
убием	o b i ɛ m
убиете	o b i ɛ t ɛ
убиех	o b i ɛ x
убиеха	o b i ɛ x ə
убиехме	o b i ɛ x m ɛ
убиехте	o b i ɛ x t ɛ
убиеш	o b i ɛ ʃ
убиеше	o b i ɛ ʃ ɛ
убий	o b i j
убийте	o b i j t ɛ
убил	o b i ɫ
убила	o b i ɫ ə
убилата	o b i ɫ a t ə
убили	o b i l i
убилите	o b i l i t ɛ
убилия	o b i l i j a
убилият	o b i l i j a t
убило	o b i ɫ o
убилото	o b i ɫ o t o
убит	o b i t
убита	o b i t ə
убитата	o b i t a t ə
убити	o b i t i
убитите	o b i t i t ɛ
убития	o b i t i j a
убитият	o b i t i j a t
убито	o b i t o
убитото	o b i t o t o
убих	o b i x
убиха	o b i x ə
убихме	o b i x m ɛ
убихте	o b i x t ɛ
убият	o b i j a t
уволнели	o v o ɫ n ɛ l i
уволнен	o v o ɫ n ɛ n
уволнена	o v o ɫ n ɛ n ə
уволнената	o v o ɫ n ɛ n a t ə
уволнени	o v o ɫ n ɛ n i
уволнените	o v o ɫ n ɛ n i t ɛ
уволнения	o v o ɫ n ɛ n i j a
уволненият	o v o ɫ n ɛ n i j a t
уволнено	o v o ɫ n ɛ n o
уволненото	o v o ɫ n ɛ n o t o
уволнете	o v o ɫ n ɛ t ɛ
уволнеше	o v o ɫ n ɛ ʃ ɛ
уволни	o v o ɫ n i
уволнил	o v o ɫ n i ɫ
уволнила	o v o ɫ n i ɫ ə
уволнилата	o v o ɫ n i ɫ a t ə
уволнили	o v o ɫ n i l i
уволнилите	o v o ɫ n i l i t ɛ
уволнилия	o v o ɫ n i l i j a
уволнилият	o v o ɫ n i l i j a t
уволнило	o v o ɫ n i ɫ o
уволнилото	o v o ɫ n i ɫ o t o
уволним	o v o ɫ n i m
уволните	o v o ɫ n i t ɛ
уволних	o v o ɫ n i x
уволниха	o v o ɫ n i x ə
уволнихме	o v o ɫ n i x m ɛ
уволнихте	o v o ɫ n i x t ɛ
уволниш	o v o ɫ n i ʃ
уволнява	o v o ɫ n j a v ə
уволнявай	o v o ɫ n j a v a j
уволнявайки	o v o ɫ n j a v a j k i
уволнявайте	o v o ɫ n j a v a j t ɛ
уволнявал	o v o ɫ n j a v a ɫ
уволнявала	o v o ɫ n j a v a ɫ ə
уволнявалата	o v o ɫ n j a v a ɫ a t ə
уволнявали	o v o ɫ n j a v a l i
уволнявалите	o v o ɫ n j a v a l i t ɛ
уволнявалия	o v o ɫ n j a v a l i j a
уволнявалият	o v o ɫ n j a v a l i j a t
уволнявало	o v o ɫ n j a v a ɫ o
уволнявалото	o v o ɫ n j a v a ɫ o t o
уволняваме	o v o ɫ n j a v a m ɛ
уволняван	o v o ɫ n j a v a n
уволнявана	o v o ɫ n j a v a n ə
уволняваната	o v o ɫ n j a v a n a t ə
уволняване	o v o ɫ n j a v a n ɛ
уволняванета	o v o ɫ n j a v a n ɛ t ə
уволняванетата	o v o ɫ n j a v a n ɛ t a t ə
уволняването	o v o ɫ n j a v a n ɛ t o
уволнявани	o v o ɫ n j a v a n i
уволняваните	o v o ɫ n j a v a n i t ɛ
уволнявания	o v o ɫ n j a v a n i j a
уволняваният	o v o ɫ n j a v a n i j a t
уволняванията	o v o ɫ n j a v a n i j a t ə
уволнявано	o v o ɫ n j a v a n o
уволняваното	o v o ɫ n j a v a n o t o
уволняват	o v o ɫ n j a v a t
уволнявате	o v o ɫ n j a v a t ɛ
уволнявах	o v o ɫ n j a v a x
уволняваха	o v o ɫ n j a v a x ə
уволнявахме	o v o ɫ n j a v a x m ɛ
уволнявахте	o v o ɫ n j a v a x t ɛ
уволняваш	o v o ɫ n j a v a ʃ
уволняваше	o v o ɫ n j a v a ʃ ɛ
уволняващ	o v o ɫ n j a v a ʃ t
уволняваща	o v o ɫ n j a v a ʃ t ə
уволняващата	o v o ɫ n j a v a ʃ t a t ə
уволняващи	o v o ɫ n j a v a ʃ t i
уволняващите	o v o ɫ n j a v a ʃ t i t ɛ
уволняващия	o v o ɫ n j a v a ʃ t i j a
уволняващият	o v o ɫ n j a v a ʃ t i j a t
уволняващо	o v o ɫ n j a v a ʃ t o
уволняващото	o v o ɫ n j a v a ʃ t o t o
уволнял	o v o ɫ n j a ɫ
уволняла	o v o ɫ n j a ɫ ə
уволняло	o v o ɫ n j a ɫ o
уволнят	o v o ɫ n j a t
уволнях	o v o ɫ n j a x
уволняха	o v o ɫ n j a x ə
уволняхме	o v o ɫ n j a x m ɛ
уволняхте	o v o ɫ n j a x t ɛ
удовлетворели	o d o v l ɛ t v o r ɛ l i
удовлетворен	o d o v l ɛ t v o r ɛ n
удовлетворена	o d o v l ɛ t v o r ɛ n ə
удовлетворената	o d o v l ɛ t v o r ɛ n a t ə
удовлетворени	o d o v l ɛ t v o r ɛ n i
удовлетворените	o d o v l ɛ t v o r ɛ n i t ɛ
удовлетворения	o d o v l ɛ t v o r ɛ n i j a
удовлетвореният	o d o v l ɛ t v o r ɛ n i j a t
удовлетворено	o d o v l ɛ t v o r ɛ n o
удовлетвореното	o d o v l ɛ t v o r ɛ n o t o
удовлетворете	o d o v l ɛ t v o r ɛ t ɛ
удовлетвореше	o d o v l ɛ t v o r ɛ ʃ ɛ
удовлетвори	o d o v l ɛ t v o r i
удовлетворил	o d o v l ɛ t v o r i ɫ
удовлетворила	o d o v l ɛ t v o r i ɫ ə
удовлетворилата	o d o v l ɛ t v o r i ɫ a t ə
удовлетворили	o d o v l ɛ t v o r i l i
удовлетворилите	o d o v l ɛ t v o r i l i t ɛ
удовлетворилия	o d o v l ɛ t v o r i l i j a
удовлетворилият	o d o v l ɛ t v o r i l i j a t
удовлетворило	o d o v l ɛ t v o r i ɫ o
удовлетворилото	o d o v l ɛ t v o r i ɫ o t o
удовлетворим	o d o v l ɛ t v o r i m
удовлетворите	o d o v l ɛ t v o r i t ɛ
удовлетворих	o d o v l ɛ t v o r i x
удовлетвориха	o d o v l ɛ t v o r i x ə
удовлетворихме	o d o v l ɛ t v o r i x m ɛ
удовлетворихте	o d o v l ɛ t v o r i x t ɛ
удовлетвориш	o d o v l ɛ t v o r i ʃ
удовлетворя	o d o v l ɛ t v o r j a
удовлетворява	o d o v l ɛ t v o r j a v ə
удовлетворявай	o d o v l ɛ t v o r j a v a j
удовлетворявайки	o d o v l ɛ t v o r j a v a j k i
удовлетворявайте	o d o v l ɛ t v o r j a v a j t ɛ
удовлетворявал	o d o v l ɛ t v o r j a v a ɫ
удовлетворявала	o d o v l ɛ t v o r j a v a ɫ ə
удовлетворявалата	o d o v l ɛ t v o r j a v a ɫ a t ə
удовлетворявали	o d o v l ɛ t v o r j a v a l i
удовлетворявалите	o d o v l ɛ t v o r j a v a l i t ɛ
удовлетворявалия	o d o v l ɛ t v o r j a v a l i j a
удовлетворявалият	o d o v l ɛ t v o r j a v a l i j a t
удовлетворявало	o d o v l ɛ t v o r j a v a ɫ o
удовлетворявалото	o d o v l ɛ t v o r j a v a ɫ o t o
удовлетворявам	o d o v l ɛ t v o r j a v a m
удовлетворяваме	o d o v l ɛ t v o r j a v a m ɛ
удовлетворяван	o d o v l ɛ t v o r j a v a n
удовлетворявана	o d o v l ɛ t v o r j a v a n ə
удовлетворяваната	o d o v l ɛ t v o r j a v a n a t ə
удовлетворяване	o d o v l ɛ t v o r j a v a n ɛ
удовлетворяванета	o d o v l ɛ t v o r j a v a n ɛ t ə
удовлетворяванетата	o d o v l ɛ t v o r j a v a n ɛ t a t ə
удовлетворяването	o d o v l ɛ t v o r j a v a n ɛ t o
удовлетворявани	o d o v l ɛ t v o r j a v a n i
удовлетворяваните	o d o v l ɛ t v o r j a v a n i t ɛ
удовлетворявания	o d o v l ɛ t v o r j a v a n i j a
удовлетворяваният	o d o v l ɛ t v o r j a v a n i j a t
удовлетворяванията	o d o v l ɛ t v o r j a v a n i j a t ə
удовлетворявано	o d o v l ɛ t v o r j a v a n o
удовлетворяваното	o d o v l ɛ t v o r j a v a n o t o
удовлетворяват	o d o v l ɛ t v o r j a v a t
удовлетворявате	o d o v l ɛ t v o r j a v a t ɛ
удовлетворявах	o d o v l ɛ t v o r j a v a x
удовлетворяваха	o d o v l ɛ t v o r j a v a x ə
удовлетворявахме	o d o v l ɛ t v o r j a v a x m ɛ
удовлетворявахте	o d o v l ɛ t v o r j a v a x t ɛ
удовлетворяваш	o d o v l ɛ t v o r j a v a ʃ
удовлетворяваше	o d o v l ɛ t v o r j a v a ʃ ɛ
удовлетворяващ	o d o v l ɛ t v o r j a v a ʃ t
удовлетворяваща	o d o v l ɛ t v o r j a v a ʃ t ə
удовлетворяващата	o d o v l ɛ t v o r j a v a ʃ t a t ə
удовлетворяващи	o d o v l ɛ t v o r j a v a ʃ t i
удовлетворяващите	o d o v l ɛ t v o r j a v a ʃ t i t ɛ
удовлетворяващия	o d o v l ɛ t v o r j a v a ʃ t i j a
удовлетворяващият	o d o v l ɛ t v o r j a v a ʃ t i j a t
удовлетворяващо	o d o v l ɛ t v o r j a v a ʃ t o
удовлетворяващото	o d o v l ɛ t v o r j a v a ʃ t o t o
удовлетворял	o d o v l ɛ t v o r j a ɫ
удовлетворяла	o d o v l ɛ t v o r j a ɫ ə
удовлетворяло	o d o v l ɛ t v o r j a ɫ o
удовлетворят	o d o v l ɛ t v o r j a t
удовлетворях	o d o v l ɛ t v o r j a x
удовлетворяха	o d o v l ɛ t v o r j a x ə
удовлетворяхме	o d o v l ɛ t v o r j a x m ɛ
удовлетворяхте	o d o v l ɛ t v o r j a x t ɛ
ум	u m
умел	u m ɛ l
умен	u m ɛ n
умира	u m i r ə
умирай	u m i r a j
умирайки	u m i r a j k i
умирайте	u m i r a j t ɛ
умирал	u m i r a ɫ
умирала	u m i r a ɫ ə
умиралата	u m i r a ɫ a t ə
умирали	u m i r a l i
умиралите	u m i r a l i t ɛ
умиралия	u m i r a l i j a
умиралият	u m i r a l i j a t
умирало	u m i r a ɫ o
умиралото	u m i r a ɫ o t o
умираме	u m i r ə m ɛ
умиране	u m i r a n ɛ
умиранета	u m i r a n ɛ t ə
умиранетата	u m i r a n ɛ t a t ə
умирането	u m i r a n ɛ t o
умирания	u m i r a n i j a
умиранията	u m i r a n i j a t ə
умират	u m i r a t
умирате	u m i r a t ɛ
умирах	u m i r a x
умираха	u m i r a x ə
умирахме	u m i r a x m ɛ
умирахте	u m i r a x t ɛ
умираш	u m i r a ʃ
умираше	u m i r a ʃ ɛ
умиращ	u m i r a ʃ t
умираща	u m i r a ʃ t ə
умиращата	u m i r a ʃ t a t ə
умиращи	u m i r a ʃ t i
умиращите	u m i r a ʃ t i t ɛ
умиращия	u m i r a ʃ t i j a
умиращият	u m i r a ʃ t i j a t
умиращо	u m i r a ʃ t o
умиращото	u m i r a ʃ t o t o
умрат	u m r a t
умре	u m r ɛ
умрели	u m r ɛ l i
умрелите	u m r ɛ l i t ɛ
умрелия	u m r ɛ l i j a
умрелият	u m r ɛ l i j a t
умрем	u m r ɛ m
умрете	u m r ɛ t ɛ
умреш	u m r ɛ ʃ
умреше	u m r ɛ ʃ ɛ
умри	u m r i
умря	u m r j a
умрял	u m r j a ɫ
умряла	u m r j a ɫ ə
умрялата	u m r j a ɫ a t ə
умряло	u m r j a ɫ o
умрялото	u m r j a ɫ o t o
умрях	u m r j a x
умряха	u m r j a x ə
умряхме	u m r j a x m ɛ
умряхте	u m r j a x t ɛ
унася	o n a s j a
унасяй	o n a s j a j
унасяйки	o n a s j a j k i
унасяйте	o n a s j a j t ɛ
унасял	o n a s j a ɫ
унасяла	o n a s j a ɫ ə
унасялата	o n a s j a ɫ a t ə
унасяли	o n a s j a l i
унасялите	o n a s j a l i t ɛ
унасялия	o n a s j a l i j a
унасялият	o n a s j a l i j a t
унасяло	o n a s j a ɫ o
унасялото	o n a s j a ɫ o t o
унасяме	o n a s j a m ɛ
унасян	o n a s j a n
унасяна	o n a s j a n ə
унасяната	o n a s j a n a t ə
унасяне	o n a s j a n ɛ
унасянета	o n a s j a n ɛ t ə
унасянетата	o n a s j a n ɛ t a t ə
унасянето	o n a s j a n ɛ t o
унасяни	o n a s j a n i
унасяните	o n a s j a n i t ɛ
унасяния	o n a s j a n i j a
унасяният	o n a s j a n i j a t
унасянията	o n a s j a n i j a t ə
унасяно	o n a s j a n o
унасяното	o n a s j a n o t o
унасят	o n a s j a t
унасяте	o n a s j a t ɛ
унасях	o n a s j a x
унасяха	o n a s j a x ə
унасяхме	o n a s j a x m ɛ
унасяхте	o n a s j a x t ɛ
унасяш	o n a s j a ʃ
унасяше	o n a s j a ʃ ɛ
унасящ	o n a s j a ʃ t
унасяща	o n a s j a ʃ t ə
унасящата	o n a s j a ʃ t a t ə
унасящи	o n a s j a ʃ t i
унасящите	o n a s j a ʃ t i t ɛ
унасящия	o n a s j a ʃ t i j a
унасящият	o n a s j a ʃ t i j a t
унасящо	o n a s j a ʃ t o
унасящото	o n a s j a ʃ t o t o
унесели	o n ɛ s ɛ l i
унесем	o n ɛ s ɛ m
унесен	o n ɛ s ɛ n
унесена	o n ɛ s ɛ n ə
унесената	o n ɛ s ɛ n a t ə
унесени	o n ɛ s ɛ n i
унесените	o n ɛ s ɛ n i t ɛ
унесения	o n ɛ s ɛ n i j a
унесеният	o n ɛ s ɛ n i j a t
унесено	o n ɛ s ɛ n o
унесеното	o n ɛ s ɛ n o t o
унесете	o n ɛ s ɛ t ɛ
унесеш	o n ɛ s ɛ ʃ
унесеше	o n ɛ s ɛ ʃ ɛ
унеси	o n ɛ s i
унесла	o n ɛ s ɫ ə
унеслата	o n ɛ s ɫ a t ə
унесли	o n ɛ s l i
унеслите	o n ɛ s l i t ɛ
унеслия	o n ɛ s l i j a
унеслият	o n ɛ s l i j a t
унесло	o n ɛ s ɫ o
унеслото	o n ɛ s ɫ o t o
унесох	o n ɛ s o x
унесоха	o n ɛ s o x ə
унесохме	o n ɛ s o x m ɛ
унесохте	o n ɛ s o x t ɛ
унесъл	o n ɛ s a ɫ
унесял	o n ɛ s j a ɫ
унесяла	o n ɛ s j a ɫ ə
унесяло	o n ɛ s j a ɫ o
унесях	o n ɛ s j a x
унесяха	o n ɛ s j a x ə
унесяхме	o n ɛ s j a x m ɛ
унесяхте	o n ɛ s j a x t ɛ
унищожава	o n i ʃ t o ʒ a v ə
унищожавай	o n i ʃ t o ʒ a v a j
унищожавайки	o n i ʃ t o ʒ a v a j k i
унищожавайте	o n i ʃ t o ʒ a v a j t ɛ
унищожавал	o n i ʃ t o ʒ a v a ɫ
унищожавала	o n i ʃ t o ʒ a v a ɫ ə
унищожавалата	o n i ʃ t o ʒ a v a ɫ a t ə
унищожавали	o n i ʃ t o ʒ a v a l i
унищожавалите	o n i ʃ t o ʒ a v a l i t ɛ
унищожавалия	o n i ʃ t o ʒ a v a l i j a
унищожавалият	o n i ʃ t o ʒ a v a l i j a t
унищожавало	o n i ʃ t o ʒ a v a ɫ o
унищожавалото	o n i ʃ t o ʒ a v a ɫ o t o
унищожаваме	o n i ʃ t o ʒ a v a m ɛ
унищожаван	o n i ʃ t o ʒ a v a n
унищожавана	o n i ʃ t o ʒ a v a n ə
унищожаваната	o n i ʃ t o ʒ a v a n a t ə
унищожаване	o n i ʃ t o ʒ a v a n ɛ
унищожаванета	o n i ʃ t o ʒ a v a n ɛ t ə
унищожаванетата	o n i ʃ t o ʒ a v a n ɛ t a t ə
унищожаването	o n i ʃ t o ʒ a v a n ɛ t o
унищожавани	o n i ʃ t o ʒ a v a n i
унищожаваните	o n i ʃ t o ʒ a v a n i t ɛ
унищожавания	o n i ʃ t o ʒ a v a n i j a
унищожаваният	o n i ʃ t o ʒ a v a n i j a t
унищожаванията	o n i ʃ t o ʒ a v a n i j a t ə
унищожавано	o n i ʃ t o ʒ a v a n o
унищожаваното	o n i ʃ t o ʒ a v a n o t o
унищожават	o n i ʃ t o ʒ a v a t
унищожавате	o n i ʃ t o ʒ a v a t ɛ
унищожавах	o n i ʃ t o ʒ a v a x
унищожаваха	o n i ʃ t o ʒ a v a x ə
унищожавахме	o n i ʃ t o ʒ a v a x m ɛ
унищожавахте	o n i ʃ t o ʒ a v a x t ɛ
унищожаваш	o n i ʃ t o ʒ a v a ʃ
унищожаваше	o n i ʃ t o ʒ a v a ʃ ɛ
унищожаващ	o n i ʃ t o ʒ a v a ʃ t
унищожаваща	o n i ʃ t o ʒ a v a ʃ t ə
унищожаващата	o n i ʃ t o ʒ a v a ʃ t a t ə
унищожаващи	o n i ʃ t o ʒ a v a ʃ t i
унищожаващите	o n i ʃ t o ʒ a v a ʃ t i t ɛ
унищожаващия	o n i ʃ t o ʒ a v a ʃ t i j a
унищожаващият	o n i ʃ t o ʒ a v a ʃ t i j a t
унищожаващо	o n i ʃ t o ʒ a v a ʃ t o
унищожаващото	o n i ʃ t o ʒ a v a ʃ t o t o
унищожал	o n i ʃ t o ʒ a ɫ
унищожала	o n i ʃ t o ʒ a ɫ ə
унищожали	o n i ʃ t o ʒ a l i
унищожало	o n i ʃ t o ʒ a ɫ o
унищожат	o n i ʃ t o ʒ a t
унищожах	o n i ʃ t o ʒ a x
унищожаха	o n i ʃ t o ʒ a x ə
унищожахме	o n i ʃ t o ʒ a x m ɛ
унищожахте	o n i ʃ t o ʒ a x t ɛ
унищожел	o n i ʃ t o ʒ ɛ ɫ
унищожела	o n i ʃ t o ʒ ɛ ɫ ə
унищожели	o n i ʃ t o ʒ ɛ l i
унищожело	o n i ʃ t o ʒ ɛ ɫ o
унищожен	o n i ʃ t o ʒ ɛ n
унищожена	o n i ʃ t o ʒ ɛ n ə
унищожената	o n i ʃ t o ʒ ɛ n a t ə
унищожени	o n i ʃ t o ʒ ɛ n i
унищожените	o n i ʃ t o ʒ ɛ n i t ɛ
унищожения	o n i ʃ t o ʒ ɛ n i j a
унищоженият	o n i ʃ t o ʒ ɛ n i j a t
унищожено	o n i ʃ t o ʒ ɛ n o
унищоженото	o n i ʃ t o ʒ ɛ n o t o
унищожете	o n i ʃ t o ʒ ɛ t ɛ
унищожех	o n i ʃ t o ʒ ɛ x
унищожеха	o n i ʃ t o ʒ ɛ x ə
унищожехме	o n i ʃ t o ʒ ɛ x m ɛ
унищожехте	o n i ʃ t o ʒ ɛ x t ɛ
унищожеше	o n i ʃ t o ʒ ɛ ʃ ɛ
унищожи	o n i ʃ t o ʒ i
унищожил	o n i ʃ t o ʒ i ɫ
унищожила	o n i ʃ t o ʒ i ɫ ə
унищожилата	o n i ʃ t o ʒ i ɫ a t ə
унищожили	o n i ʃ t o ʒ i l i
унищожилите	o n i ʃ t o ʒ i l i t ɛ
унищожилия	o n i ʃ t o ʒ i l i j a
унищожилият	o n i ʃ t o ʒ i l i j a t
унищожило	o n i ʃ t o ʒ i ɫ o
унищожилото	o n i ʃ t o ʒ i ɫ o t o
унищожим	o n i ʃ t o ʒ i m
унищожите	o n i ʃ t o ʒ i t ɛ
унищожих	o n i ʃ t o ʒ i x
унищожиха	o n i ʃ t o ʒ i x ə
унищожихме	o n i ʃ t o ʒ i x m ɛ
унищожихте	o n i ʃ t o ʒ i x t ɛ
унищожиш	o n i ʃ t o ʒ i ʃ
уплашат	o p ɫ a ʃ ə t
уплашва	o p ɫ a ʃ v ə
уплашвай	o p ɫ a ʃ v a j
уплашвайки	o p ɫ a ʃ v a j k i
уплашвайте	o p ɫ a ʃ v a j t ɛ
уплашвал	o p ɫ a ʃ v a ɫ
уплашвала	o p ɫ a ʃ v a ɫ ə
уплашвалата	o p ɫ a ʃ v a ɫ a t ə
уплашвали	o p ɫ a ʃ v a l i
уплашвалите	o p ɫ a ʃ v a l i t ɛ
уплашвалия	o p ɫ a ʃ v a l i j a
уплашвалият	o p ɫ a ʃ v a l i j a t
уплашвало	o p ɫ a ʃ v a ɫ o
уплашвалото	o p ɫ a ʃ v a ɫ o t o
уплашваме	o p ɫ a ʃ v a m ɛ
уплашван	o p ɫ a ʃ v a n
уплашвана	o p ɫ a ʃ v a n ə
уплашваната	o p ɫ a ʃ v a n a t ə
уплашване	o p ɫ a ʃ v a n ɛ
уплашванета	o p ɫ a ʃ v a n ɛ t ə
уплашванетата	o p ɫ a ʃ v a n ɛ t a t ə
уплашването	o p ɫ a ʃ v a n ɛ t o
уплашвани	o p ɫ a ʃ v a n i
уплашваните	o p ɫ a ʃ v a n i t ɛ
уплашвания	o p ɫ a ʃ v a n i j a
уплашваният	o p ɫ a ʃ v a n i j a t
уплашванията	o p ɫ a ʃ v a n i j a t ə
уплашвано	o p ɫ a ʃ v a n o
уплашваното	o p ɫ a ʃ v a n o t o
уплашват	o p ɫ a ʃ v a t
уплашвате	o p ɫ a ʃ v a t ɛ
уплашвах	o p ɫ a ʃ v a x
уплашваха	o p ɫ a ʃ v a x ə
уплашвахме	o p ɫ a ʃ v a x m ɛ
уплашвахте	o p ɫ a ʃ v a x t ɛ
уплашваш	o p ɫ a ʃ v a ʃ
уплашваше	o p ɫ a ʃ v a ʃ ɛ
уплашващ	o p ɫ a ʃ v a ʃ t
уплашваща	o p ɫ a ʃ v a ʃ t ə
уплашващата	o p ɫ a ʃ v a ʃ t a t ə
уплашващи	o p ɫ a ʃ v a ʃ t i
уплашващите	o p ɫ a ʃ v a ʃ t i t ɛ
уплашващия	o p ɫ a ʃ v a ʃ t i j a
уплашващият	o p ɫ a ʃ v a ʃ t i j a t
уплашващо	o p ɫ a ʃ v a ʃ t o
уплашващото	o p ɫ a ʃ v a ʃ t o t o
уплашел	o p ɫ a ʃ ɛ ɫ
уплашела	o p ɫ a ʃ ɛ ɫ ə
уплашели	o p ɫ a ʃ ɛ l i
уплашело	o p ɫ a ʃ ɛ ɫ o
уплашен	o p ɫ a ʃ ɛ n
уплашена	o p ɫ a ʃ ɛ n ə
уплашената	o p ɫ a ʃ ɛ n a t ə
уплашени	o p ɫ a ʃ ɛ n i
